observation_date,USEPUINDXD
2005-08-10,15.05
2005-08-11,45.23
2005-08-12,37.33
2005-08-13,18.36
2005-08-14,59.87
2005-08-15,61.12
2005-08-16,24.99
2005-08-17,8.87
2005-08-18,29.22
2005-08-19,12.89
2005-08-20,36.11
2005-08-21,58.19
2005-08-22,187.42
2005-08-23,80.38
2005-08-24,23.97
2005-08-25,43.54
2005-08-26,61.91
2005-08-27,38.27
2005-08-28,141.33
2005-08-29,59.48
2005-08-30,51.08
2005-08-31,34.98
2005-09-01,66.47
2005-09-02,69.76
2005-09-03,123.62
2005-09-04,71.62
2005-09-05,200.56
2005-09-06,51.51
2005-09-07,79.77
2005-09-08,171.95
2005-09-09,192.95
2005-09-10,62.31
2005-09-11,88.25
2005-09-12,86.83
2005-09-13,78.68
2005-09-14,25.54
2005-09-15,69.96
2005-09-16,57.22
2005-09-17,55.69
2005-09-18,77.94
2005-09-19,138.41
2005-09-20,156.74
2005-09-21,176.46
2005-09-22,85.13
2005-09-23,21.39
2005-09-24,53.51
2005-09-25,41.75
2005-09-26,32.89
2005-09-27,52.60
2005-09-28,51.78
2005-09-29,45.06
2005-09-30,71.10
2005-10-01,83.38
2005-10-02,46.30
2005-10-03,61.32
2005-10-04,32.88
2005-10-05,22.43
2005-10-06,48.52
2005-10-07,108.26
2005-10-08,117.01
2005-10-09,75.58
2005-10-10,36.80
2005-10-11,25.29
2005-10-12,52.07
2005-10-13,17.48
2005-10-14,24.35
2005-10-15,32.01
2005-10-16,65.64
2005-10-17,49.92
2005-10-18,114.75
2005-10-19,28.71
2005-10-20,40.69
2005-10-21,49.41
2005-10-22,16.04
2005-10-23,88.32
2005-10-24,59.35
2005-10-25,204.91
2005-10-26,89.33
2005-10-27,52.22
2005-10-28,66.07
2005-10-29,53.94
2005-10-30,79.08
2005-10-31,110.84
2005-11-01,157.36
2005-11-02,42.88
2005-11-03,38.14
2005-11-04,70.41
2005-11-05,41.39
2005-11-06,95.01
2005-11-07,57.60
2005-11-08,53.78
2005-11-09,62.64
2005-11-10,36.38
2005-11-11,30.80
2005-11-12,16.41
2005-11-13,63.93
2005-11-14,30.57
2005-11-15,23.14
2005-11-16,31.68
2005-11-17,82.43
2005-11-18,70.69
2005-11-19,11.62
2005-11-20,28.42
2005-11-21,31.15
2005-11-22,26.69
2005-11-23,34.94
2005-11-24,35.81
2005-11-25,67.52
2005-11-26,36.14
2005-11-27,49.56
2005-11-28,42.23
2005-11-29,40.39
2005-11-30,53.48
2005-12-01,58.73
2005-12-02,66.00
2005-12-03,166.15
2005-12-04,68.39
2005-12-05,40.72
2005-12-06,137.34
2005-12-07,41.84
2005-12-08,68.86
2005-12-09,55.18
2005-12-10,16.77
2005-12-11,43.98
2005-12-12,98.03
2005-12-13,50.91
2005-12-14,28.26
2005-12-15,16.85
2005-12-16,27.03
2005-12-17,28.80
2005-12-18,47.12
2005-12-19,36.32
2005-12-20,47.66
2005-12-21,64.37
2005-12-22,31.18
2005-12-23,67.06
2005-12-24,24.91
2005-12-25,32.99
2005-12-26,62.69
2005-12-27,69.57
2005-12-28,48.49
2005-12-29,79.61
2005-12-30,108.00
2005-12-31,127.04
2006-01-01,194.14
2006-01-02,164.63
2006-01-03,88.69
2006-01-04,61.32
2006-01-05,112.30
2006-01-06,36.95
2006-01-07,114.61
2006-01-08,66.20
2006-01-09,41.45
2006-01-10,61.14
2006-01-11,21.72
2006-01-12,77.97
2006-01-13,62.06
2006-01-14,102.19
2006-01-15,101.74
2006-01-16,32.94
2006-01-17,32.93
2006-01-18,31.17
2006-01-19,30.89
2006-01-20,33.31
2006-01-21,16.39
2006-01-22,69.20
2006-01-23,42.66
2006-01-24,72.51
2006-01-25,19.07
2006-01-26,64.06
2006-01-27,26.34
2006-01-28,16.32
2006-01-29,67.91
2006-01-30,59.69
2006-01-31,50.45
2006-02-01,187.79
2006-02-02,94.76
2006-02-03,46.18
2006-02-04,97.37
2006-02-05,61.05
2006-02-06,63.82
2006-02-07,48.01
2006-02-08,27.25
2006-02-09,37.78
2006-02-10,42.19
2006-02-11,101.92
2006-02-12,38.97
2006-02-13,40.14
2006-02-14,36.76
2006-02-15,55.12
2006-02-16,60.04
2006-02-17,89.50
2006-02-18,22.54
2006-02-19,48.75
2006-02-20,34.33
2006-02-21,31.22
2006-02-22,21.65
2006-02-23,23.28
2006-02-24,92.74
2006-02-25,31.86
2006-02-26,60.99
2006-02-27,101.22
2006-02-28,57.41
2006-03-01,29.55
2006-03-02,15.73
2006-03-03,103.63
2006-03-04,45.41
2006-03-05,26.75
2006-03-06,37.49
2006-03-07,29.14
2006-03-08,22.98
2006-03-09,17.96
2006-03-10,111.33
2006-03-11,64.93
2006-03-12,67.94
2006-03-13,45.15
2006-03-14,47.50
2006-03-15,34.69
2006-03-16,46.26
2006-03-17,40.63
2006-03-18,40.89
2006-03-19,35.04
2006-03-20,30.96
2006-03-21,65.27
2006-03-22,113.35
2006-03-23,53.72
2006-03-24,40.62
2006-03-25,32.06
2006-03-26,127.91
2006-03-27,81.98
2006-03-28,53.23
2006-03-29,62.11
2006-03-30,40.70
2006-03-31,31.92
2006-04-01,171.33
2006-04-02,82.34
2006-04-03,53.68
2006-04-04,184.15
2006-04-05,26.97
2006-04-06,79.42
2006-04-07,67.84
2006-04-08,24.04
2006-04-09,111.66
2006-04-10,35.01
2006-04-11,43.53
2006-04-12,81.59
2006-04-13,50.41
2006-04-14,37.78
2006-04-15,78.52
2006-04-16,68.71
2006-04-17,54.15
2006-04-18,46.95
2006-04-19,92.27
2006-04-20,21.75
2006-04-21,27.01
2006-04-22,15.79
2006-04-23,82.55
2006-04-24,63.27
2006-04-25,61.15
2006-04-26,131.95
2006-04-27,47.16
2006-04-28,137.52
2006-04-29,43.87
2006-04-30,71.12
2006-05-01,110.12
2006-05-02,77.05
2006-05-03,41.25
2006-05-04,34.43
2006-05-05,44.70
2006-05-06,131.28
2006-05-07,49.26
2006-05-08,53.13
2006-05-09,28.76
2006-05-10,38.93
2006-05-11,82.13
2006-05-12,24.82
2006-05-13,16.10
2006-05-14,65.43
2006-05-15,85.11
2006-05-16,73.68
2006-05-17,13.18
2006-05-18,56.34
2006-05-19,63.98
2006-05-20,31.81
2006-05-21,69.88
2006-05-22,40.19
2006-05-23,40.53
2006-05-24,87.25
2006-05-25,115.25
2006-05-26,125.22
2006-05-27,125.17
2006-05-28,53.40
2006-05-29,122.78
2006-05-30,88.94
2006-05-31,102.87
2006-06-01,85.51
2006-06-02,82.20
2006-06-03,53.07
2006-06-04,85.51
2006-06-05,94.78
2006-06-06,84.25
2006-06-07,50.86
2006-06-08,57.67
2006-06-09,131.22
2006-06-10,29.51
2006-06-11,68.26
2006-06-12,123.70
2006-06-13,49.60
2006-06-14,127.05
2006-06-15,54.50
2006-06-16,45.45
2006-06-17,29.76
2006-06-18,39.29
2006-06-19,32.33
2006-06-20,62.35
2006-06-21,49.97
2006-06-22,27.37
2006-06-23,46.92
2006-06-24,41.10
2006-06-25,64.67
2006-06-26,80.59
2006-06-27,117.82
2006-06-28,49.42
2006-06-29,35.54
2006-06-30,136.32
2006-07-01,50.79
2006-07-02,77.65
2006-07-03,151.17
2006-07-04,46.42
2006-07-05,37.01
2006-07-06,24.42
2006-07-07,74.54
2006-07-08,49.42
2006-07-09,53.06
2006-07-10,38.75
2006-07-11,70.80
2006-07-12,34.15
2006-07-13,23.52
2006-07-14,37.94
2006-07-15,158.20
2006-07-16,86.56
2006-07-17,97.42
2006-07-18,153.25
2006-07-19,175.96
2006-07-20,59.15
2006-07-21,101.59
2006-07-22,168.56
2006-07-23,74.84
2006-07-24,63.32
2006-07-25,30.64
2006-07-26,52.54
2006-07-27,49.91
2006-07-28,26.23
2006-07-29,129.24
2006-07-30,33.55
2006-07-31,85.50
2006-08-01,142.71
2006-08-02,51.98
2006-08-03,26.92
2006-08-04,67.56
2006-08-05,193.60
2006-08-06,58.91
2006-08-07,79.20
2006-08-08,128.03
2006-08-09,153.80
2006-08-10,83.05
2006-08-11,35.19
2006-08-12,21.52
2006-08-13,71.89
2006-08-14,55.21
2006-08-15,85.03
2006-08-16,98.87
2006-08-17,24.82
2006-08-18,22.36
2006-08-19,4.27
2006-08-20,71.70
2006-08-21,96.37
2006-08-22,37.63
2006-08-23,29.26
2006-08-24,139.07
2006-08-25,171.63
2006-08-26,24.88
2006-08-27,75.86
2006-08-28,63.56
2006-08-29,7.50
2006-08-30,45.20
2006-08-31,38.02
2006-09-01,29.55
2006-09-02,23.25
2006-09-03,85.05
2006-09-04,91.44
2006-09-05,38.96
2006-09-06,37.85
2006-09-07,29.76
2006-09-08,125.53
2006-09-09,19.45
2006-09-10,50.42
2006-09-11,64.94
2006-09-12,15.42
2006-09-13,26.25
2006-09-14,27.84
2006-09-15,54.24
2006-09-16,11.02
2006-09-17,39.78
2006-09-18,31.03
2006-09-19,28.47
2006-09-20,28.06
2006-09-21,36.64
2006-09-22,39.32
2006-09-23,30.06
2006-09-24,40.87
2006-09-25,17.66
2006-09-26,11.01
2006-09-27,36.37
2006-09-28,20.07
2006-09-29,29.88
2006-09-30,53.98
2006-10-01,49.20
2006-10-02,12.97
2006-10-03,51.89
2006-10-04,40.40
2006-10-05,25.16
2006-10-06,20.41
2006-10-07,41.30
2006-10-08,53.88
2006-10-09,65.22
2006-10-10,33.23
2006-10-11,45.50
2006-10-12,18.44
2006-10-13,23.62
2006-10-14,29.76
2006-10-15,49.51
2006-10-16,42.85
2006-10-17,143.06
2006-10-18,28.55
2006-10-19,20.71
2006-10-20,88.78
2006-10-21,22.34
2006-10-22,74.24
2006-10-23,40.93
2006-10-24,32.62
2006-10-25,50.21
2006-10-26,46.58
2006-10-27,54.44
2006-10-28,18.28
2006-10-29,51.65
2006-10-30,16.99
2006-10-31,38.38
2006-11-01,26.97
2006-11-02,49.04
2006-11-03,18.12
2006-11-04,14.00
2006-11-05,48.32
2006-11-06,21.01
2006-11-07,45.65
2006-11-08,40.22
2006-11-09,111.02
2006-11-10,54.02
2006-11-11,140.29
2006-11-12,56.64
2006-11-13,33.95
2006-11-14,21.47
2006-11-15,35.21
2006-11-16,55.84
2006-11-17,60.77
2006-11-18,53.51
2006-11-19,46.24
2006-11-20,20.75
2006-11-21,14.02
2006-11-22,37.22
2006-11-23,13.77
2006-11-24,19.73
2006-11-25,17.13
2006-11-26,48.95
2006-11-27,58.48
2006-11-28,54.82
2006-11-29,178.84
2006-11-30,110.48
2006-12-01,65.43
2006-12-02,15.65
2006-12-03,37.62
2006-12-04,16.81
2006-12-05,34.85
2006-12-06,23.24
2006-12-07,64.49
2006-12-08,30.32
2006-12-09,11.75
2006-12-10,19.34
2006-12-11,56.76
2006-12-12,27.87
2006-12-13,31.72
2006-12-14,19.43
2006-12-15,30.16
2006-12-16,55.68
2006-12-17,42.17
2006-12-18,13.09
2006-12-19,17.15
2006-12-20,16.54
2006-12-21,19.68
2006-12-22,11.83
2006-12-23,17.02
2006-12-24,35.50
2006-12-25,28.33
2006-12-26,51.26
2006-12-27,46.62
2006-12-28,63.92
2006-12-29,79.59
2006-12-30,44.72
2006-12-31,155.94
2007-01-01,59.06
2007-01-02,66.23
2007-01-03,25.81
2007-01-04,68.55
2007-01-05,67.45
2007-01-06,64.57
2007-01-07,56.88
2007-01-08,57.09
2007-01-09,63.25
2007-01-10,56.43
2007-01-11,38.77
2007-01-12,10.68
2007-01-13,46.41
2007-01-14,50.85
2007-01-15,46.25
2007-01-16,47.46
2007-01-17,37.36
2007-01-18,29.85
2007-01-19,51.87
2007-01-20,50.04
2007-01-21,49.20
2007-01-22,50.74
2007-01-23,93.34
2007-01-24,188.68
2007-01-25,25.69
2007-01-26,18.65
2007-01-27,46.72
2007-01-28,62.21
2007-01-29,76.89
2007-01-30,48.31
2007-01-31,110.31
2007-02-01,52.09
2007-02-02,96.61
2007-02-03,40.70
2007-02-04,51.28
2007-02-05,69.74
2007-02-06,60.42
2007-02-07,30.99
2007-02-08,21.94
2007-02-09,48.20
2007-02-10,34.50
2007-02-11,26.99
2007-02-12,110.74
2007-02-13,102.94
2007-02-14,52.82
2007-02-15,25.37
2007-02-16,67.74
2007-02-17,22.37
2007-02-18,39.34
2007-02-19,61.52
2007-02-20,87.03
2007-02-21,50.55
2007-02-22,8.37
2007-02-23,28.59
2007-02-24,63.36
2007-02-25,120.12
2007-02-26,108.73
2007-02-27,100.90
2007-02-28,50.63
2007-03-01,36.69
2007-03-02,33.44
2007-03-03,39.53
2007-03-04,52.61
2007-03-05,36.81
2007-03-06,29.37
2007-03-07,67.22
2007-03-08,62.14
2007-03-09,54.75
2007-03-10,45.17
2007-03-11,81.38
2007-03-12,24.40
2007-03-13,43.65
2007-03-14,36.33
2007-03-15,50.69
2007-03-16,52.51
2007-03-17,15.03
2007-03-18,33.73
2007-03-19,68.74
2007-03-20,138.15
2007-03-21,96.11
2007-03-22,28.86
2007-03-23,130.31
2007-03-24,26.85
2007-03-25,56.80
2007-03-26,25.34
2007-03-27,30.67
2007-03-28,50.68
2007-03-29,164.60
2007-03-30,28.57
2007-03-31,55.33
2007-04-01,55.68
2007-04-02,70.81
2007-04-03,68.92
2007-04-04,70.25
2007-04-05,33.60
2007-04-06,30.39
2007-04-07,55.39
2007-04-08,61.17
2007-04-09,30.26
2007-04-10,58.67
2007-04-11,19.65
2007-04-12,32.13
2007-04-13,13.25
2007-04-14,53.36
2007-04-15,51.30
2007-04-16,37.84
2007-04-17,30.54
2007-04-18,7.40
2007-04-19,9.77
2007-04-20,23.70
2007-04-21,15.43
2007-04-22,34.72
2007-04-23,65.03
2007-04-24,45.82
2007-04-25,39.48
2007-04-26,38.64
2007-04-27,25.52
2007-04-28,167.04
2007-04-29,52.43
2007-04-30,32.94
2007-05-01,70.23
2007-05-02,61.35
2007-05-03,50.99
2007-05-04,53.85
2007-05-05,48.22
2007-05-06,64.44
2007-05-07,72.37
2007-05-08,59.16
2007-05-09,40.49
2007-05-10,23.23
2007-05-11,39.25
2007-05-12,23.05
2007-05-13,36.43
2007-05-14,45.60
2007-05-15,44.48
2007-05-16,82.08
2007-05-17,19.53
2007-05-18,115.85
2007-05-19,53.86
2007-05-20,110.11
2007-05-21,115.74
2007-05-22,99.84
2007-05-23,43.12
2007-05-24,34.33
2007-05-25,52.84
2007-05-26,92.12
2007-05-27,45.32
2007-05-28,16.53
2007-05-29,62.85
2007-05-30,10.16
2007-05-31,42.02
2007-06-01,63.46
2007-06-02,19.67
2007-06-03,28.53
2007-06-04,30.60
2007-06-05,34.39
2007-06-06,40.91
2007-06-07,26.69
2007-06-08,70.91
2007-06-09,32.71
2007-06-10,59.08
2007-06-11,70.79
2007-06-12,61.32
2007-06-13,71.85
2007-06-14,47.60
2007-06-15,57.32
2007-06-16,49.23
2007-06-17,57.84
2007-06-18,49.18
2007-06-19,64.03
2007-06-20,60.80
2007-06-21,41.39
2007-06-22,25.05
2007-06-23,33.19
2007-06-24,88.41
2007-06-25,21.46
2007-06-26,42.83
2007-06-27,62.97
2007-06-28,49.97
2007-06-29,132.17
2007-06-30,29.70
2007-07-01,60.89
2007-07-02,47.75
2007-07-03,14.12
2007-07-04,3.38
2007-07-05,9.79
2007-07-06,28.94
2007-07-07,64.37
2007-07-08,107.42
2007-07-09,85.37
2007-07-10,42.49
2007-07-11,20.82
2007-07-12,66.87
2007-07-13,30.30
2007-07-14,24.67
2007-07-15,69.94
2007-07-16,22.11
2007-07-17,21.08
2007-07-18,30.01
2007-07-19,39.90
2007-07-20,68.54
2007-07-21,4.15
2007-07-22,35.79
2007-07-23,36.68
2007-07-24,10.67
2007-07-25,10.17
2007-07-26,29.04
2007-07-27,39.85
2007-07-28,52.22
2007-07-29,69.94
2007-07-30,38.67
2007-07-31,21.01
2007-08-01,100.97
2007-08-02,71.02
2007-08-03,29.86
2007-08-04,202.12
2007-08-05,49.15
2007-08-06,72.16
2007-08-07,73.20
2007-08-08,41.63
2007-08-09,34.37
2007-08-10,77.02
2007-08-11,123.36
2007-08-12,45.12
2007-08-13,76.72
2007-08-14,103.09
2007-08-15,39.52
2007-08-16,60.99
2007-08-17,150.81
2007-08-18,130.31
2007-08-19,98.92
2007-08-20,140.85
2007-08-21,236.43
2007-08-22,63.95
2007-08-23,48.56
2007-08-24,112.79
2007-08-25,45.74
2007-08-26,54.56
2007-08-27,47.77
2007-08-28,67.56
2007-08-29,41.90
2007-08-30,28.60
2007-08-31,65.25
2007-09-01,113.52
2007-09-02,76.81
2007-09-03,97.78
2007-09-04,93.17
2007-09-05,57.51
2007-09-06,79.46
2007-09-07,126.77
2007-09-08,228.40
2007-09-09,61.98
2007-09-10,63.14
2007-09-11,51.26
2007-09-12,65.39
2007-09-13,30.78
2007-09-14,45.53
2007-09-15,35.65
2007-09-16,58.22
2007-09-17,159.46
2007-09-18,165.32
2007-09-19,89.91
2007-09-20,65.43
2007-09-21,114.52
2007-09-22,78.77
2007-09-23,57.69
2007-09-24,48.70
2007-09-25,80.97
2007-09-26,104.94
2007-09-27,53.43
2007-09-28,30.92
2007-09-29,21.54
2007-09-30,39.77
2007-10-01,69.22
2007-10-02,88.33
2007-10-03,46.73
2007-10-04,30.74
2007-10-05,59.92
2007-10-06,24.90
2007-10-07,51.90
2007-10-08,41.78
2007-10-09,55.77
2007-10-10,142.45
2007-10-11,28.55
2007-10-12,55.05
2007-10-13,70.36
2007-10-14,39.09
2007-10-15,87.39
2007-10-16,141.82
2007-10-17,71.61
2007-10-18,128.85
2007-10-19,69.28
2007-10-20,88.75
2007-10-21,69.52
2007-10-22,56.91
2007-10-23,56.53
2007-10-24,54.30
2007-10-25,51.59
2007-10-26,57.66
2007-10-27,98.58
2007-10-28,46.88
2007-10-29,92.29
2007-10-30,176.20
2007-10-31,85.65
2007-11-01,30.35
2007-11-02,51.96
2007-11-03,95.24
2007-11-04,93.60
2007-11-05,50.29
2007-11-06,77.63
2007-11-07,64.86
2007-11-08,66.91
2007-11-09,124.21
2007-11-10,120.58
2007-11-11,74.97
2007-11-12,28.81
2007-11-13,66.24
2007-11-14,51.47
2007-11-15,73.48
2007-11-16,93.34
2007-11-17,64.12
2007-11-18,44.28
2007-11-19,65.07
2007-11-20,46.66
2007-11-21,75.80
2007-11-22,61.66
2007-11-23,45.28
2007-11-24,33.05
2007-11-25,52.71
2007-11-26,49.97
2007-11-27,36.56
2007-11-28,55.13
2007-11-29,60.70
2007-11-30,70.77
2007-12-01,96.93
2007-12-02,86.27
2007-12-03,83.23
2007-12-04,162.72
2007-12-05,61.03
2007-12-06,83.30
2007-12-07,90.71
2007-12-08,74.40
2007-12-09,53.04
2007-12-10,65.19
2007-12-11,138.66
2007-12-12,168.46
2007-12-13,74.69
2007-12-14,89.71
2007-12-15,147.70
2007-12-16,70.45
2007-12-17,90.90
2007-12-18,197.42
2007-12-19,92.45
2007-12-20,57.00
2007-12-21,81.49
2007-12-22,24.20
2007-12-23,97.06
2007-12-24,73.96
2007-12-25,73.17
2007-12-26,59.30
2007-12-27,43.32
2007-12-28,69.55
2007-12-29,36.67
2007-12-30,181.62
2007-12-31,127.28
2008-01-01,232.87
2008-01-02,83.14
2008-01-03,189.34
2008-01-04,103.24
2008-01-05,281.75
2008-01-06,134.58
2008-01-07,81.57
2008-01-08,142.48
2008-01-09,123.42
2008-01-10,110.12
2008-01-11,232.13
2008-01-12,162.58
2008-01-13,155.17
2008-01-14,118.27
2008-01-15,110.01
2008-01-16,173.22
2008-01-17,99.60
2008-01-18,98.93
2008-01-19,252.75
2008-01-20,157.56
2008-01-21,155.74
2008-01-22,244.35
2008-01-23,360.30
2008-01-24,194.68
2008-01-25,158.51
2008-01-26,153.02
2008-01-27,216.61
2008-01-28,287.54
2008-01-29,421.02
2008-01-30,184.70
2008-01-31,224.70
2008-02-01,167.94
2008-02-02,106.14
2008-02-03,204.54
2008-02-04,185.99
2008-02-05,111.71
2008-02-06,110.39
2008-02-07,108.91
2008-02-08,67.59
2008-02-09,84.85
2008-02-10,117.98
2008-02-11,208.67
2008-02-12,203.14
2008-02-13,61.36
2008-02-14,90.29
2008-02-15,123.89
2008-02-16,102.15
2008-02-17,122.26
2008-02-18,76.20
2008-02-19,147.05
2008-02-20,116.21
2008-02-21,73.17
2008-02-22,134.50
2008-02-23,72.69
2008-02-24,88.87
2008-02-25,107.27
2008-02-26,70.95
2008-02-27,139.63
2008-02-28,76.74
2008-02-29,142.87
2008-03-01,129.57
2008-03-02,65.04
2008-03-03,89.06
2008-03-04,120.08
2008-03-05,85.30
2008-03-06,94.16
2008-03-07,71.91
2008-03-08,63.05
2008-03-09,77.41
2008-03-10,35.62
2008-03-11,72.04
2008-03-12,75.36
2008-03-13,94.21
2008-03-14,69.27
2008-03-15,98.21
2008-03-16,94.52
2008-03-17,146.24
2008-03-18,319.82
2008-03-19,376.02
2008-03-20,129.08
2008-03-21,114.25
2008-03-22,134.58
2008-03-23,237.49
2008-03-24,72.04
2008-03-25,94.80
2008-03-26,136.50
2008-03-27,89.06
2008-03-28,154.34
2008-03-29,39.64
2008-03-30,323.27
2008-03-31,76.00
2008-04-01,168.90
2008-04-02,141.52
2008-04-03,106.25
2008-04-04,70.98
2008-04-05,88.27
2008-04-06,128.64
2008-04-07,89.09
2008-04-08,73.85
2008-04-09,71.58
2008-04-10,80.43
2008-04-11,94.47
2008-04-12,104.78
2008-04-13,148.03
2008-04-14,79.50
2008-04-15,119.20
2008-04-16,85.36
2008-04-17,90.72
2008-04-18,28.76
2008-04-19,50.34
2008-04-20,250.90
2008-04-21,149.86
2008-04-22,68.72
2008-04-23,58.26
2008-04-24,50.58
2008-04-25,67.92
2008-04-26,201.08
2008-04-27,111.96
2008-04-28,88.62
2008-04-29,64.67
2008-04-30,80.74
2008-05-01,154.45
2008-05-02,78.45
2008-05-03,67.38
2008-05-04,85.56
2008-05-05,77.59
2008-05-06,116.49
2008-05-07,97.19
2008-05-08,50.12
2008-05-09,76.49
2008-05-10,58.31
2008-05-11,91.00
2008-05-12,98.62
2008-05-13,55.77
2008-05-14,130.43
2008-05-15,159.26
2008-05-16,110.23
2008-05-17,116.81
2008-05-18,111.29
2008-05-19,72.05
2008-05-20,49.07
2008-05-21,63.32
2008-05-22,74.84
2008-05-23,30.21
2008-05-24,78.36
2008-05-25,104.59
2008-05-26,69.22
2008-05-27,58.15
2008-05-28,112.84
2008-05-29,57.45
2008-05-30,50.64
2008-05-31,70.58
2008-06-01,172.73
2008-06-02,175.25
2008-06-03,97.33
2008-06-04,72.21
2008-06-05,96.16
2008-06-06,69.54
2008-06-07,199.69
2008-06-08,88.50
2008-06-09,64.46
2008-06-10,99.68
2008-06-11,83.44
2008-06-12,126.07
2008-06-13,59.79
2008-06-14,64.65
2008-06-15,92.88
2008-06-16,82.24
2008-06-17,103.47
2008-06-18,58.83
2008-06-19,66.47
2008-06-20,53.68
2008-06-21,66.23
2008-06-22,142.39
2008-06-23,171.46
2008-06-24,135.64
2008-06-25,126.57
2008-06-26,84.23
2008-06-27,42.74
2008-06-28,51.98
2008-06-29,122.11
2008-06-30,84.01
2008-07-01,145.73
2008-07-02,72.47
2008-07-03,77.92
2008-07-04,139.91
2008-07-05,107.46
2008-07-06,154.49
2008-07-07,82.22
2008-07-08,223.53
2008-07-09,131.56
2008-07-10,53.88
2008-07-11,107.95
2008-07-12,82.80
2008-07-13,61.29
2008-07-14,49.10
2008-07-15,195.94
2008-07-16,285.23
2008-07-17,77.94
2008-07-18,82.75
2008-07-19,78.32
2008-07-20,132.63
2008-07-21,86.14
2008-07-22,61.37
2008-07-23,123.09
2008-07-24,81.76
2008-07-25,73.65
2008-07-26,65.19
2008-07-27,75.57
2008-07-28,43.06
2008-07-29,64.12
2008-07-30,71.61
2008-07-31,65.51
2008-08-01,79.10
2008-08-02,54.42
2008-08-03,89.64
2008-08-04,79.26
2008-08-05,73.11
2008-08-06,74.81
2008-08-07,39.49
2008-08-08,55.52
2008-08-09,66.14
2008-08-10,32.29
2008-08-11,86.48
2008-08-12,43.65
2008-08-13,91.02
2008-08-14,92.16
2008-08-15,86.80
2008-08-16,110.20
2008-08-17,90.91
2008-08-18,70.39
2008-08-19,65.92
2008-08-20,50.12
2008-08-21,51.60
2008-08-22,82.71
2008-08-23,355.54
2008-08-24,213.42
2008-08-25,87.11
2008-08-26,147.96
2008-08-27,101.81
2008-08-28,55.81
2008-08-29,114.16
2008-08-30,96.01
2008-08-31,96.96
2008-09-01,58.10
2008-09-02,91.93
2008-09-03,33.39
2008-09-04,56.18
2008-09-05,58.95
2008-09-06,72.72
2008-09-07,65.66
2008-09-08,158.30
2008-09-09,91.86
2008-09-10,127.81
2008-09-11,52.37
2008-09-12,98.38
2008-09-13,62.78
2008-09-14,99.49
2008-09-15,94.73
2008-09-16,307.09
2008-09-17,293.23
2008-09-18,212.06
2008-09-19,316.24
2008-09-20,255.83
2008-09-21,254.93
2008-09-22,185.58
2008-09-23,279.56
2008-09-24,253.41
2008-09-25,216.48
2008-09-26,320.84
2008-09-27,253.05
2008-09-28,188.70
2008-09-29,333.55
2008-09-30,626.03
2008-10-01,361.73
2008-10-02,266.41
2008-10-03,340.91
2008-10-04,253.26
2008-10-05,266.22
2008-10-06,361.39
2008-10-07,236.20
2008-10-08,212.29
2008-10-09,317.80
2008-10-10,184.75
2008-10-11,217.87
2008-10-12,242.38
2008-10-13,147.34
2008-10-14,171.71
2008-10-15,262.46
2008-10-16,307.48
2008-10-17,194.30
2008-10-18,133.10
2008-10-19,373.72
2008-10-20,179.65
2008-10-21,189.48
2008-10-22,195.14
2008-10-23,224.01
2008-10-24,191.34
2008-10-25,193.63
2008-10-26,312.41
2008-10-27,239.75
2008-10-28,215.90
2008-10-29,283.86
2008-10-30,255.12
2008-10-31,215.88
2008-11-01,211.88
2008-11-02,309.24
2008-11-03,231.23
2008-11-04,110.60
2008-11-05,354.54
2008-11-06,280.67
2008-11-07,170.82
2008-11-08,103.08
2008-11-09,231.02
2008-11-10,124.08
2008-11-11,158.61
2008-11-12,135.42
2008-11-13,195.57
2008-11-14,148.80
2008-11-15,110.20
2008-11-16,195.76
2008-11-17,195.75
2008-11-18,252.53
2008-11-19,232.93
2008-11-20,234.81
2008-11-21,359.00
2008-11-22,274.02
2008-11-23,229.78
2008-11-24,623.45
2008-11-25,319.90
2008-11-26,160.69
2008-11-27,116.67
2008-11-28,160.84
2008-11-29,117.31
2008-11-30,270.26
2008-12-01,228.11
2008-12-02,186.96
2008-12-03,269.74
2008-12-04,136.29
2008-12-05,182.27
2008-12-06,194.41
2008-12-07,202.44
2008-12-08,147.36
2008-12-09,157.56
2008-12-10,128.02
2008-12-11,193.89
2008-12-12,174.09
2008-12-13,84.79
2008-12-14,195.15
2008-12-15,164.55
2008-12-16,121.76
2008-12-17,137.56
2008-12-18,168.51
2008-12-19,180.81
2008-12-20,172.20
2008-12-21,188.47
2008-12-22,77.54
2008-12-23,100.64
2008-12-24,132.24
2008-12-25,126.38
2008-12-26,93.05
2008-12-27,281.65
2008-12-28,263.97
2008-12-29,121.70
2008-12-30,103.49
2008-12-31,208.04
2009-01-01,271.44
2009-01-02,219.41
2009-01-03,208.69
2009-01-04,472.47
2009-01-05,184.03
2009-01-06,240.51
2009-01-07,170.05
2009-01-08,171.65
2009-01-09,168.95
2009-01-10,148.73
2009-01-11,323.49
2009-01-12,242.77
2009-01-13,272.52
2009-01-14,180.09
2009-01-15,150.01
2009-01-16,236.48
2009-01-17,194.65
2009-01-18,248.60
2009-01-19,215.51
2009-01-20,148.55
2009-01-21,225.07
2009-01-22,401.25
2009-01-23,144.54
2009-01-24,139.29
2009-01-25,191.10
2009-01-26,194.28
2009-01-27,206.98
2009-01-28,144.02
2009-01-29,170.17
2009-01-30,211.55
2009-01-31,174.89
